date,open,high,low,close,volume,average,barCount
2025-09-25 10:40:00-04:00,658.88,658.97,658.49,658.74,512648.0,658.75,3496
2025-09-25 10:45:00-04:00,658.74,659.1,658.38,659.08,468098.0,658.721,3032
2025-09-25 10:50:00-04:00,659.08,659.09,658.33,658.66,575073.0,658.589,3592
2025-09-25 10:55:00-04:00,658.67,659.1,658.66,658.79,552271.0,658.914,3222
2025-09-25 11:00:00-04:00,658.79,658.81,657.99,658.06,678409.0,658.334,4107
2025-09-25 11:05:00-04:00,658.07,658.23,657.32,657.6,733166.0,657.751,4256
2025-09-25 11:10:00-04:00,657.6,658.6,657.42,658.58,806680.0,658.085,4957
2025-09-25 11:15:00-04:00,658.58,658.68,658.23,658.39,388884.0,658.453,2965
2025-09-25 11:20:00-04:00,658.36,658.48,657.73,657.74,629616.0,658.116,4381
2025-09-25 11:25:00-04:00,657.74,657.77,657.19,657.46,717092.0,657.453,4724
2025-09-25 11:30:00-04:00,657.46,658.39,657.46,658.34,681391.0,657.852,4489
2025-09-25 11:35:00-04:00,658.36,658.9,658.28,658.9,655406.0,658.563,4381
2025-09-25 11:40:00-04:00,658.89,659.41,658.74,659.22,860052.0,659.093,5232
2025-09-25 11:45:00-04:00,659.2,659.33,659.04,659.23,587587.0,659.2,3916
2025-09-25 11:50:00-04:00,659.22,659.22,658.81,659.07,491798.0,659.008,3352
2025-09-25 11:55:00-04:00,659.08,659.19,658.72,658.95,316829.0,658.933,2111
2025-09-25 12:00:00-04:00,658.95,659.24,658.82,658.82,415187.0,659.006,2737
2025-09-25 12:05:00-04:00,658.82,659.1,658.74,658.84,369720.0,658.901,2625
2025-09-25 12:10:00-04:00,658.85,658.96,658.59,658.66,372490.0,658.769,2493
2025-09-25 12:15:00-04:00,658.67,659.1,658.59,658.61,374859.0,658.822,2483
2025-09-25 12:20:00-04:00,658.62,658.8,658.04,658.29,497050.0,658.345,3138
2025-09-25 12:25:00-04:00,658.28,658.44,657.93,658.01,384487.0,658.111,2642
2025-09-25 12:30:00-04:00,658.03,658.98,658.01,658.85,469743.0,658.629,3244
2025-09-25 12:35:00-04:00,658.85,658.85,658.47,658.48,271804.0,658.69,1711
2025-09-25 12:40:00-04:00,658.47,658.47,657.85,658.05,543568.0,658.157,3421
2025-09-25 12:45:00-04:00,658.06,658.4,657.83,657.87,357417.0,658.095,2588
2025-09-25 12:50:00-04:00,657.87,658.05,657.59,657.77,308477.0,657.813,2151
2025-09-25 12:55:00-04:00,657.79,658.05,657.76,657.84,389109.0,657.901,2537
2025-09-25 13:00:00-04:00,657.83,658.02,657.52,657.6,250318.0,657.73,1405
2025-09-25 13:05:00-04:00,657.59,658.26,657.54,658.06,257121.0,657.946,1588
2025-09-25 13:10:00-04:00,658.06,658.36,657.74,658.06,602627.0,658.151,3718
2025-09-25 13:15:00-04:00,658.05,658.22,657.58,657.69,418626.0,657.889,2653
2025-09-25 13:20:00-04:00,657.71,657.73,656.57,656.68,823850.0,656.963,5020
2025-09-25 13:25:00-04:00,656.69,657.47,656.65,657.3,590576.0,657.227,3762
2025-09-25 13:30:00-04:00,657.28,657.47,656.75,656.87,612179.0,657.028,3676
2025-09-25 13:35:00-04:00,656.87,656.93,656.43,656.71,493119.0,656.686,3570
2025-09-25 13:40:00-04:00,656.7,656.75,656.28,656.68,572654.0,656.542,3730
2025-09-25 13:45:00-04:00,656.68,656.73,656.13,656.15,370593.0,656.451,2446
2025-09-25 13:50:00-04:00,656.16,656.45,656.15,656.33,310103.0,656.294,2020
2025-09-25 13:55:00-04:00,656.32,656.44,655.51,655.59,658605.0,655.884,4261
2025-09-25 14:00:00-04:00,655.59,655.66,654.4,654.48,2043119.0,654.946,12519
2025-09-25 14:05:00-04:00,654.48,655.41,654.41,655.19,1381492.0,654.994,8925
2025-09-25 14:10:00-04:00,655.2,656.03,655.18,656.01,897729.0,655.653,5488
2025-09-25 14:15:00-04:00,656.02,656.78,655.98,656.72,939130.0,656.435,5587
2025-09-25 14:20:00-04:00,656.72,656.92,656.42,656.81,813625.0,656.696,4934
2025-09-25 14:25:00-04:00,656.78,657.15,656.74,656.99,496632.0,656.94,3302
2025-09-25 14:30:00-04:00,656.98,657.25,656.66,656.92,579734.0,656.946,3715
2025-09-25 14:35:00-04:00,656.92,657.4,656.76,657.36,717027.0,657.057,4571
2025-09-25 14:40:00-04:00,657.37,658.16,657.37,657.81,1045825.0,657.876,6585
2025-09-25 14:45:00-04:00,657.81,657.92,657.25,657.69,711062.0,657.5,4692
2025-09-25 14:50:00-04:00,657.69,657.86,657.51,657.83,449981.0,657.7,2976
2025-09-25 14:55:00-04:00,657.84,658.07,657.58,657.89,642237.0,657.879,4042
2025-09-25 15:00:00-04:00,657.88,658.02,657.6,657.77,412834.0,657.813,2723
2025-09-25 15:05:00-04:00,657.78,658.0,657.51,657.7,504709.0,657.753,2996
2025-09-25 15:10:00-04:00,657.7,657.97,657.44,657.57,499858.0,657.756,2844
2025-09-25 15:15:00-04:00,657.58,657.78,657.32,657.37,481670.0,657.549,3147
2025-09-25 15:20:00-04:00,657.36,657.63,657.05,657.1,647146.0,657.317,4013
2025-09-25 15:25:00-04:00,657.1,657.52,657.1,657.45,577412.0,657.333,3504
2025-09-25 15:30:00-04:00,657.45,657.86,657.3,657.4,715712.0,657.656,4473
2025-09-25 15:35:00-04:00,657.4,657.49,657.04,657.19,740498.0,657.232,4858
